Gene name	Human Protein Atlas ID	EntrezGene transcript name ID
BAZ1B	67010	
TRBV13		
BAZ1B	CAB037081	
BAZ1B	CAB037158	
BAZ1B	HPA067010	
BAZ1B	37081	
BAZ1B	37158	
BAZ1B	67010	
TRBV10-3		
TRBV11-3		
TANC1	HPA036750	
TANC1	36750	
TRBV12-3		
MCM10	HPA045899	
MCM10	HPA071952	
MCM10	45899	
MCM10	71952	
TRBV12-4		
MCM10		
ALDH3B2	HPA045132	
ALDH3B2	45132	
RPEL1	HPA036498	
RPEL1	HPA036499	
RPEL1	36498	
RPEL1	36499	
TUBB4A	HPA043640	
TUBB4A	HPA046280	
TUBB4A	CAB010768	
TUBB4A	10768	
TUBB4A	43640	
TUBB4A	46280	
TRBV12-5		
HNRNPA0	HPA036569	
HNRNPA0	HPA059404	
HNRNPA0	36569	
HNRNPA0	59404	
TRBV14		
MCM10	HPA045899	
MCM10	HPA071952	
MCM10	45899	
MCM10	71952	
TRBV15		
MINAR1	HPA011545	
MINAR1	11545	
MCM10	45899	
MCM10	71952	
AP000721.1	55942	
MINAR1		
TUBB4A	10768	
TUBB4A	43640	
TUBB4A	10768	
TUBB4A	43640	
TUBB4A	46280	
TUBB4A	10768	
TUBB4A	43640	
TUBB4A	46280	
TRBV16		
TUBB4A		
TRBV17		
ALDH3B2		
RPS9	HPA048746	
COX8A	HPA055942	
COX8A	55942	
ALDH3B2		
NSG2	HPA046531	
NSG2	HPA056191	
NSG2	46531	
NSG2	56191	
RPS9	HPA048746	
TUBB4A	10768	
DENND11	HPA029467	
DENND11	HPA061437	
ALDH3B2		
TUBB4A	10768	
DENND11		
TUBB4A	10768	
ALDH3B2	HPA045132	
ALDH3B2	45132	
TUBB4A	10768	
TUBB4A	10768	
TUBB4A		
IGHV1-69		
TUBB4A	10768	
NSG2		
INA	CAB002059	
INA	HPA008057	
INA	2059	
INA	8057	
MOAP1	HPA000939	
MOAP1	939	
NSG2		
MOAP1	HPA000939	
MOAP1	939	
B4GALT1	HPA010806	
B4GALT1	HPA010807	
B4GALT1	10806	
B4GALT1	10807	
NSG2		
TUBB4A	10768	
NSG2	46531	
B4GALT1	10807	
AGK		
NSG2	HPA046531	
NSG2	HPA056191	
NSG2	46531	
NSG2	56191	
CDKL1	59605	
CDKL1	65919	
NPBWR2		
PROC		
CDKL1	59605	
CDKL1	59605	
RPS9	HPA048746	
RPS9		
CDKL1	59605	
AGK		
BCL11A		
HLA-B		
HLA-B		
AGK	HPA020959	
AGK	HPA053471	
HPS6	HPA040687	
HPS6	40687	
CALR	CAB001513	
CALR	CAB019952	
CALR	HPA002242	
CALR	1513	
CALR	2242	
CALR	19952	
CALR	1513	
CALR	19952	
CALR	1513	
CALR	19952	
CALR		
AC037482.3		
MARCO	HPA063793	
MARCO	63793	
C6orf118	HPA029787	
C6orf118	HPA029789	
C6orf118	29787	
C6orf118	29789	
MUC12	HPA023835	
MUC12	23835	
MUC12		
MARCO	63793	
MUC12	HPA023835	
MUC12	23835	
BCL11A	CAB014891	
BCL11A	HPA029003	
BCL11A	14891	
BCL11A	29003	
CCDC173	HPA042995	
CCDC173	HPA048454	
CCDC173	42995	
CCDC173	48454	
CCDC173		
DMAC2L	HPA046967	
DMAC2L	HPA062690	
DMAC2L	46967	
CCDC173		
BCL11A	CAB014891	
BCL11A	HPA029003	
BCL11A	14891	
BCL11A	14891	
KRTAP4-8		KRTAP4-8-203
KRTAP4-8		KRTAP4-8-204
KRTAP4-16		
BCL11A		
KRTAP4-9		
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
TNNT3	2451	
TNNT3	37810	
MYOT	37733	
MYOT	37734	
KRTAP4-11		
KRTAP4-12		
MSH5-SAPCD1		
AL603764.2		
PITPNA	HPA000528	
PITPNA	528	
MYOT	37734	
MSH5-SAPCD1		
TNNT3	2451	
DMAC2L		
DMAC2L		
BCL11A	14891	
TNNT3	2451	
TNNT3	37810	
BCL11A		
PITPNA		
BCL11A		
KRTAP29-1		
PITPNA		
MSH5-SAPCD1		
BCL11A	14891	
BCL11A	29003	
DMAC2L	HPA046967	
DMAC2L	HPA062690	
DMAC2L	46967	
DMAC2L	62690	
BCL11A		
MYOT	37734	
C10orf120		
ESCO1	HPA042497	
ESCO1	42497	
ESCO1	HPA042497	
DMAC2L	62690	
DMAC2L		
ESCO1		
C10orf120		
PCSK7	HPA043181	
PCSK7	HPA052957	
PCSK7	43181	
PCSK7	52957	
BCL11A	CAB014891	
BCL11A	HPA029003	
PROC	CAB016721	
PROC	CAB016792	
PROC	HPA005550	
PROC	5550	
PROC	16721	
PROC	16792	
PITPNA		
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
TNNT3	2451	
TNNT3	37810	
DMAC2L		
DMAC2L	HPA046967	
DMAC2L	HPA062690	
DMAC2L	46967	
PROC	16721	
PROC	16792	
DMAC2L		
PROC	16721	
PROC	16792	
BCL11A	CAB014891	
BCL11A	HPA029003	
BCL11A	14891	
BCL11A	29003	
PROC	16721	
PROC	16792	
PITPNA		
PROC		
PITPNA		
BCL11A		
PROC	5550	
PROC	16721	
PROC	16792	
PITPNA		
RDH10	HPA049199	
RDH10	49199	
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
TNNT3	2451	
TNNT3	37810	
BCL11A		
BCL11A		
PROC	5550	
PROC	16721	
PROC	16792	
PITPNA		
RDH10		
PITPNA		
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
TNNT3	2451	
TNNT3	37810	
TNNT3	56909	
BCL11A	CAB014891	
BCL11A	HPA029003	
BCL11A	14891	
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
TNNT3	2451	
TNNT3	37810	
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
TNNT3	2451	
TNNT3	37810	
NIPA1	HPA023269	
NIPA1	23269	
RDH10	49199	
BCL11A		
PITPNA	528	
IGHV2-70D		
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
SPINK4	7286	
NIPA1	HPA023269	
NIPA1	23269	
BCL11A		
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
BCL11A		
CMYA5		
TNNT3		
TNNT3	CAB002451	
TNNT3	HPA037810	
TNNT3	HPA056909	
TNNT3	2451	
TNNT3	37810	
TNNT3	56909	
TNNT3	2451	
TNNT3	37810	
TNNT3	2451	
TNNT3	37810	
UTRN	16348	
IGHV1-69-2		
SPINK4	HPA007286	
SPINK4	7286	
DENND4C	HPA014917	
DENND4C	HPA015096	
DENND4C	14917	
DENND4C	15096	
PCSK7	52957	
PCSK7		
HLA-DOA	HPA045038	
KIAA1217	HPA004941	
KIAA1217	4941	
DENND4C	HPA014917	
DENND4C	HPA015096	
DENND4C	14917	
DENND4C	15096	
PCSK7		
MMS19		
PCSK7		
NIPA1	HPA023269	
NIPA1	23269	
HLA-DOA		
NIPA1		
PCSK7	52957	
NIPA1		
CCNJL		
KIAA1217		
KIAA1217	4941	
SOX6	HPA001923	
SOX6	HPA003908	
SOX6	3908	
CCNJL	HPA049970	
CCNJL	49970	
KLF3	HPA049512	
KLF3	HPA065054	
KLF3	49512	
KLF3	65054	
RPL7		
PNLIPRP1		
KLF3	HPA049512	
KLF3	HPA065054	
KLF3	65054	
ZMYND11		
CCNJL	49970	
CCNJL		
CCNJL		
CCNJL		
CCNJL		
DENND4C		
CCNJL		
DENND4C	14917	
DENND4C	15096	
IFFO2	HPA015987	
IFFO2	HPA064603	
IFFO2	15987	
IFFO2	64603	
CCNJL	49970	
DENND4C	15096	
RIOK1	HPA017866	
RIOK1	HPA051446	
RIOK1	17866	
RIOK1	51446	
IFFO2	64603	
DENND4C	15096	
IGHV1-69D		
IFFO2	15987	
IFFO2	64603	
SOX6	HPA001923	
SOX6	HPA003908	
SOX6	1923	
SOX6	3908	
IGHV2-70		
RPL7	HPA058373	
RPL7	58373	
SEMA3A	HPA029447	
SEMA3A	HPA052235	
SEMA3A	29447	
SEMA3A	52235	
RIOK1		
SOX6	HPA001923	
SOX6	HPA003908	
SOX6	1923	
SOX6	3908	
RIDA	HPA022856	
RIDA	HPA023489	
RIDA	22856	
RIDA	23489	
SOX6	HPA001923	
SOX6	HPA003908	
SOX6	3908	
RPL7		
SEMA3A	HPA029447	
SEMA3A	HPA052235	
SEMA3A	29447	
SEMA3A	52235	
RPL7		
NRM		
SOX6	3908	
IGHV3-72		
RPL7		
IL15RA	26215	
RPL7		
IGHV3-72		
RIDA		
RIDA	23489	
RIDA	23489	
SEMA3A	29447	
CLDN17	HPA045903	
CLDN17	45903	
NRM	HPA072545	
NRM	HPA073982	
IGHV3-73		
UBL7	40423	
KIAA1217	HPA004941	
KIAA1217	4941	
IGHV7-81		
KIAA1217		
IGHV3-74		
KIAA1217	4941	
SOX6		
CCL2	13676	
AC013470.2		
AC013470.2		
SEMA3A		
SOX6	3908	
KIAA1217	HPA004941	
KIAA1217	4941	
SOX6		
VPS26B	HPA038172	
VPS26B	38172	
AC013470.2		
NRM	HPA072545	
NRM	HPA073982	
NRM	HPA072545	
NRM	HPA073982	
SEMA3A		
VPS26B	HPA038172	
VPS26B	38172	
SOX6		
VPS26B		
CLDN8	HPA060605	
CLDN8	60605	
SOX6	HPA001923	
SOX6	HPA003908	
SOX6	3908	
KIAA1217	HPA004941	
KIAA1217	4941	
VPS26B		
CCL2	CAB013676	
CCL2	HPA019163	
CCL2	13676	
CCL2	19163	
KIAA1217	HPA004941	
KIAA1217	4941	
KIAA1217	HPA004941	
KIAA1217	4941	
KIAA1217		
BAG1	2486	
BAG1	18121	
SLC35E4	HPA049558	
SLC35E4	49558	
KIAA1217	HPA004941	
KIAA1217	4941	
KIAA1217	HPA004941	
KIAA1217	4941	
SLC35E4	HPA049558	
SLC35E4		
KIAA1217	HPA004941	
KIAA1217	4941	
KRTAP24-1	HPA017604	
KRTAP24-1	17604	
DUSP18		
DUSP18	CAB034070	
DUSP18	HPA051349	
DUSP18	34070	
DUSP18	51349	
KRTAP25-1	HPA031438	
KRTAP25-1	31438	
DUSP18	CAB034070	
DUSP18	HPA051349	
DUSP18	34070	
DUSP18	51349	
DUSP18	CAB034070	
DUSP18	HPA051349	
DUSP18		
PNLIPRP1		
CLIC1	CAB020825	
CLIC1	CAB040557	
CLIC1	20825	
CLIC1	40557	
DUSP18	34070	
DUSP18	51349	
PNLIPRP1		
SERPINA1		
CLIC1	CAB020825	
CLIC1	CAB040557	
CLIC1	20825	
CLIC1	40557	
C11orf58	HPA036591	
C11orf58	HPA076406	
C11orf58	36591	
C11orf58	76406	
BAG1	CAB002486	
BAG1	HPA018121	
BAG1	2486	
BAG1	18121	
CCND3	CAB000116	
CCND3	116	
PNLIPRP1		
SERPINA1		
PNLIPRP1		
C11orf58	36591	
PNLIPRP1		
DUSP18	CAB034070	
DUSP18	HPA051349	
DUSP18	34070	
DUSP18	51349	
C11orf58		
C11orf58		
SPECC1	HPA021421	
SPECC1	HPA021430	
SPECC1	21421	
SPECC1	21430	
PNLIPRP1		
DUSP18	34070	
DUSP18	51349	
PNLIPRP1		
SPECC1		
BAG1		
IL15RA	CAB026215	
IL15RA	26215	
DUSP18	34070	
CLIC1	CAB020825	
CLIC1	CAB040557	
CLIC1	20825	
CLIC1	40557	
BAG1	2486	
PNLIPRP1		
BAG1	2486	
SPECC1		
ZNF680	HPA003173	
ZNF680	3173	
BAG1	2486	
SPECC1		
BAG1	2486	
BAG1	CAB002486	
BAG1	HPA018121	
SPECC1		
BAG1		
SPECC1		
CLIC1	CAB020825	
CLIC1	CAB040557	
CLIC1	20825	
CLIC1	40557	
SERPINA1		
ZNF680	HPA003173	
SERPINA1		
SPECC1	HPA021421	
SPECC1	HPA021430	
SPECC1	21421	
SPECC1	21430	
TSKU	8164	
SERPINA1		
CLIC1	CAB020825	
CLIC1	CAB040557	
CLIC1	20825	
CLIC1	40557	
SERPINA1		
SERPINA1		
SPECC1	HPA021421	
SPECC1	HPA021430	
SPECC1	21421	
SPECC1	21430	
CCL7		
ASDURF		
SPECC1		
SPECC1		
ASDURF		
HLA-DPA1	HPA017967	
CCL7		
CCL7		
ALKBH8	HPA038724	
ALKBH8	HPA038725	
ALKBH8	HPA061514	
ALKBH8	38724	
ALKBH8	38725	
ALKBH8	61514	
SERPINA1		
ASDURF		
SERPINA1		
ALKBH8	HPA038724	
ALKBH8	HPA038725	
ALKBH8	HPA061514	
ALKBH8	38725	
ALKBH8	61514	
SERPINA1		
ASDURF		
SERPINA1		
TSKU	HPA008164	
TSKU	8164	
HLA-DPA1		
ALKBH8	HPA038724	
ALKBH8	HPA038725	
ALKBH8	HPA061514	
ALKBH8	38724	
ALKBH8	38725	
ALKBH8	61514	
LILRB3		
HLA-DPA1		
CCND3	CAB000116	
CCND3	116	
ALKBH8	HPA038724	
ALKBH8	HPA038725	
ALKBH8	HPA061514	
TSKU		
AC012488.2	75042	
HLA-DPA1		
SPECC1	HPA021421	
SPECC1	HPA021430	
SPECC1	21421	
SPECC1	21430	
TSKU	HPA008164	
TSKU	8164	
ALKBH8	HPA038724	
ALKBH8	HPA038725	
ALKBH8	HPA061514	
ALKBH8	38724	
ALKBH8	38725	
ALKBH8	61514	
AFF2	HPA003139	
AFF2	3139	
COMMD4	HPA066957	
COMMD4	66957	
TSKU	HPA008164	
TSKU	8164	
SPECC1		
SERPINA1		
SERPINA1		
SPECC1	HPA021421	
SPECC1	HPA021430	
SPECC1	21421	
SPECC1	21430	
HLA-DPA1		
SERPINA1		
COMMD4	HPA066957	
COMMD4	66957	
ALKBH8		
SPECC1	HPA021421	
SPECC1	HPA021430	
SPECC1	21421	
SPECC1	21430	
LILRB3		
SPECC1		
LILRB3		
AFF2	HPA003139	
AFF2	3139	
SPECC1		
SPECC1		
CDC42EP5	HPA043449	
AFF2	HPA003139	
SPECC1		
PTBP3	HPA048374	
PTBP3	48374	
AFF2	HPA003139	
AFF2	3139	
IL15RA	CAB026215	
IL15RA	26215	
CDC42EP5		
IL15RA	26215	
LILRB3		
IL15RA	26215	
IL15RA	CAB026215	
IL15RA	26215	
PTBP3	HPA048374	
PTBP3	48374	
AFF2	HPA003139	
AFF2	3139	
IL15RA	CAB026215	
IL15RA	26215	
ASNSD1		
PTBP3	HPA048374	
PTBP3	48374	
SCIN	HPA020518	
SCIN	HPA024264	
FAM13B	HPA036525	
FAM13B	HPA041819	
FAM13B	HPA071936	
FAM13B	36525	
FAM13B	41819	
FAM13B	71936	
LILRB3		
IL15RA	26215	
IL15RA	CAB026215	
IL15RA	26215	
POP1		
IL15RA	CAB026215	
IL15RA	26215	
PTBP3		
IL15RA	26215	
PTBP3		
IL15RA	26215	
PNCK	HPA007458	
PNCK	7458	
PTBP3	HPA048374	
PTBP3	48374	
FAM13B	HPA036525	
FAM13B	HPA041819	
FAM13B	HPA071936	
FAM13B	36525	
FAM13B	71936	
PTBP3	HPA048374	
PTBP3	48374	
COMMD4	66957	
PNCK	HPA007458	
PNCK	7458	
CTSF	CAB002141	
CTSF	HPA031431	
CTSF	HPA055610	
CTSF	2141	
CTSF	31431	
CTSF	55610	
IL15RA	CAB026215	
IL15RA	26215	
ASNSD1	HPA036132	
ASNSD1	HPA036133	
ASNSD1	HPA075042	
ASNSD1	36132	
ASNSD1	36133	
ASNSD1	75042	
TMEM181	HPA040189	
TMEM181	40189	
COMMD4		
FAM13B	HPA036525	
FAM13B	HPA041819	
FAM13B	HPA071936	
FAM13B	36525	
FAM13B	41819	
FAM13B	71936	
COMMD4	HPA066957	
COMMD4	66957	
IL15RA	26215	
LAMA2	CAB040310	
LAMA2	CAB078182	
LAMA2	40310	
LAMA2	78182	
IL15RA	26215	
IL15RA	26215	
IL15RA	26215	
ASNSD1		
IL15RA	26215	
FAM13B	41819	
COMMD4		
FAM13B	41819	
ASNSD1	36132	
ASNSD1	36133	
ASNSD1	75042	
FAM13B	41819	
CTSA		
LAMA2		
FAM13B		
FAM13B		
DHRSX	HPA003035	
DHRSX	3035	
COMMD4	HPA066957	
SCIN	HPA020518	
SCIN	HPA024264	
SCIN	20518	
SCIN	24264	
AIRE	HPA038267	
AIRE	38267	
DHRSX		
CCND3	116	
SCIN		
DHRSX		
SCIN		
SCIN		
SCIN		
LAMA2	40310	
LAMA2	78182	
COMMD4	66957	
ZNF302	59503	
LAMA2	40310	
LAMA2	78182	
ZNF302		
SCIN	HPA020518	
SCIN	HPA024264	
SCIN	24264	
COMMD4	66957	
CTSF		
DHRSX		
COMMD4	66957	
AC015871.1		
SNRPD1	HPA040516	
SNRPD1	40516	
AC015871.1		
AC015871.1		
SNRPD1		
ZBED1		
SNRPD1	40516	
CTSF	2141	
CTSF	31431	
NRG2	HPA038935	
NRG2	HPA047973	
NRG2	38935	
NRG2	47973	
ST20-MTHFS	8067	
ST20-MTHFS	8067	
KRTAP26-1		
UBE2H	HPA003302	
UBE2H	3302	
ST20-MTHFS		
ZBED1		
HLA-C		
UBE2H		
ZBED1		
HLA-C		
HLA-C		
ZBED1		
HLA-C		
ZBED1		
ZNF302	59503	
MTHFS		
NRG2	HPA038935	
NRG2	HPA047973	
NRG2	38935	
NRG2	47973	
UBE2H	HPA003302	
ZNF302		
ZNF302		
UBE2H	3302	
PKD2L2	43634	
ZNF302		
UBE2H		
CTSF	2141	
ZNF302		
ZNF302	59503	
UBE2H		
DIO2	HPA029544	
DIO2	HPA029544	
DIO2	HPA048002	
DIO2	HPA048002	
DIO2	29544	
DIO2	29544	
DIO2	48002	
DIO2	48002	
UBE2H		
PNCK		
DIO2	HPA029544	
DIO2	HPA029544	
DIO2	HPA048002	
DIO2	HPA048002	
DIO2	29544	
DIO2	29544	
DIO2	48002	
DIO2	48002	
NCAPD3		
NRG2	HPA038935	
NRG2	HPA047973	
NRG2	47973	
DIO2		
UCMA	HPA046718	
UCMA	46718	
ZNF302		
MTHFS	HPA008067	
MTHFS	HPA054177	
MTHFS	8067	
MTHFS	54177	
PNCK	HPA007458	
PNCK	7458	
UCMA	46718	
ZNF302	59503	
MTHFS	8067	
DIO2	29544	
DIO2		
MTHFS		
DIO2		
PNCK	HPA007458	
PNCK	7458	
DIO2		
DIO2		
DNASE1L3	HPA019955	
DNASE1L3	19955	
DIO2		
PNCK	HPA007458	
PNCK	7458	
DIO2		
ZNF302		
CCND3	CAB000116	
CCND3	116	
DNASE1L3		
DNASE1L3		
SIDT2	HPA052352	
SIDT2	52352	
DNASE1L3	HPA019955	
DNASE1L3	19955	
ABR	HPA053618	
ABR	HPA054824	
ABR	53618	
ABR	54824	
HLA-C		
SIDT2		
NRG2	HPA038935	
NRG2	HPA047973	
NRG2	38935	
NRG2	47973	
NRG2	HPA038935	
NRG2	HPA047973	
NRG2	38935	
NRG2	47973	
ZNF302	59503	
DNASE1L3		
MSH5		
PNCK	7458	
HLA-DPB1	HPA011078	
HLA-DPB1	HPA058509	
POP1	HPA066194	
POP1	66194	
SIDT2	52352	
HLA-DPB1		
FNDC11		
PNCK		
DNASE1L3		
PNCK	7458	
CCND3	CAB000116	
CCND3	116	
UTRN	CAB016348	
UTRN	HPA018894	
UTRN	16348	
UTRN	18894	
POP1	HPA066194	
POP1	66194	
HLA-C		
FNDC11	HPA041341	
FNDC11	41341	
FNDC11	HPA041341	
FNDC11	41341	
PNCK		
UBL7	HPA040423	
UBL7	HPA041897	
UBL7	40423	
UBL7	41897	
UTRN	16348	
UTRN	16348	
DNAJC11		
UTRN	16348	
UBL7	HPA040423	
UBL7	HPA041897	
UBL7	40423	
UBL7	41897	
HLA-DPB1		
UTRN	16348	
FNDC11	HPA041341	
FNDC11	41341	
UBL7	HPA040423	
UBL7	HPA041897	
UBL7	40423	
UBL7	41897	
UTRN	16348	
LDB1	HPA034488	
LDB1	34488	
UTRN	16348	
UBL7	HPA040423	
UBL7	HPA041897	
UBL7	40423	
UBL7	41897	
UTRN	16348	
PNCK		
DDB2	25912	
UTRN	16348	
PNCK		
HLA-DPB1		
SIDT2	52352	
PNCK	7458	
SIDT2		
PNCK	7458	
PNCK		
UBL7	HPA040423	
UBL7	HPA041897	
UBL7	40423	
UBL7	41897	
PNCK		
LDB1	HPA034488	
LDB1	34488	
UBL7	40423	
CCL11		
CCND3	CAB000116	
CCND3	116	
UBL7		
RAB26		
NCAPD3	HPA040286	
NCAPD3	40286	
WDSUB1	36840	
WDSUB1	58172	
PNOC	44507	
PNOC	56724	
TLX3	HPA030504	
TLX3	HPA060957	
TLX3	HPA069359	
TLX3	30504	
TLX3	60957	
TLX3	69359	
WDSUB1	36840	
WDSUB1	58172	
CCND3	116	
NCAPD3		
CCND3	116	
NCAPD3		
WDSUB1	36840	
WDSUB1	58172	
ABR	HPA053618	
ABR	HPA054824	
ABR	54824	
PNOC	HPA044507	
PNOC	HPA056724	
PNOC	44507	
PNOC	56724	
NCAPD3		
WDSUB1	36840	
WDSUB1	58172	
CT47A8	HPA042483	
CT47A8	42483	
WDSUB1	36840	
PKD2L2	HPA041903	
PKD2L2	HPA043634	
PKD2L2	41903	
PKD2L2	43634	
ANO9	HPA039948	
ANO9	HPA040112	
ANO9	39948	
ANO9	40112	
NCAPD3		
CCL8		
HLA-C		
CCND3	116	
CCND3	116	
NRG2	HPA038935	
NRG2	HPA047973	
DNAJC11	HPA028705	
DNAJC11	28705	
PNOC	HPA044507	
PNOC	HPA056724	
PNOC	56724	
PKD2L2	HPA041903	
PKD2L2	HPA043634	
NCAPD3		
AC209539.2		
DNAJC11	HPA028705	
DNAJC11	28705	
GABRD	HPA044371	
GABRD	44371	
CT47A7	HPA042483	
CT47A7	42483	
NCAPD3		
KRTAP9-4		
ABR		
GABRD		
NCAPD3		
KRTAP9-9		KRTAP9-9-203
SIDT2		
ABR		
NCAPD3		
DNAJC11		
KRTAP9-9		KRTAP9-9-204
SIDT2		
GABRD		
GABRD	44371	
ABR	53618	
ABR	54824	
GABRD		
MMS19	51936	
MMS19	56299	
GABRD	44371	
GABRD	44371	
GABRD		
GABRD		
GABRD		
SIDT2	HPA052352	
SIDT2	52352	
CT47A6	HPA042483	
CT47A6	42483	
ABR	HPA053618	
ABR	HPA054824	
ABR	54824	
NRG2	38935	
NRG2	47973	
PKD2L2	HPA041903	
PKD2L2	HPA043634	
PKD2L2	41903	
PKD2L2	43634	
TLR10		
SIDT2	52352	
PKD2L2	HPA041903	
PKD2L2	HPA043634	
PKD2L2	41903	
PKD2L2	43634	
TLR10		
CCND3	116	
ABR	HPA053618	
ABR	HPA054824	
CERS4	33734	
TLR10		
CRYGN		
PKD2L2	HPA041903	
PKD2L2	HPA043634	
PKD2L2	43634	
SIDT2	52352	
TLR10		
CCND3	116	
PKD2L2		
CRYGN	HPA050788	
CRYGN	50788	
ABR	54824	
KLHL23		
CRYGN	HPA050788	
DDB2	25912	
DDB2	58406	
CRYGN		
ZBTB12	HPA047161	
PLCB2	CAB009443	
PLCB2	HPA041298	
PLCB2	9443	
PLCB2	41298	
TLR10		
TLR10		
PRY	HPA046366	
PRY	46366	
LILRA6		
TLR10		
CCND3	CAB000116	
CCND3	116	
PRY	HPA046366	
LILRA6		
KLHL23	HPA047593	
KLHL23	47593	
KLHL23		
RAB26	HPA075624	
KLHL23	HPA047593	
KLHL23	47593	
LILRA6		
KLHL23	47593	
NYAP1	HPA022251	
NYAP1	22251	
LAIR2		
LRRC14B	HPA038046	
LRRC14B	HPA038047	
LRRC14B	38046	
LRRC14B	38047	
KLHL23		
HLA-C		
NYAP1	22251	
PLCB2		
LAIR2		
LAIR2		
LAIR2		
ABR		
USP37	HPA045160	
USP37	45160	
DEFB129	HPA014581	
DEFB129	14581	
PHOSPHO2	HPA034726	
PHOSPHO2	HPA034727	
PHOSPHO2	34726	
PHOSPHO2	34727	
USP37	HPA045160	
USP37	45160	
RAB26	HPA075624	
RAB26	75624	
PHOSPHO2		
PHOSPHO2		
CERS4	33734	
CERS4	54729	
USP37	HPA045160	
ABR		
PHOSPHO2		
USP37	HPA045160	
USP37	45160	
RAB26		
ABR	54824	
FP565260.6		
TLR1		
PHLDA2	HPA003994	
OR8J2		
TLR1		
THAP3	HPA067114	
THAP3	67114	
TLR1		
ABR		
NCR1	HPA049311	
TLR1		
OR5T2		
TLR1		
ABR		
PHOSPHO2	HPA034726	
PHOSPHO2	HPA034727	
PHOSPHO2	34726	
PHOSPHO2	34727	
THAP3	HPA067114	
THAP3	67114	
NCR1		
ABR		
OR5T3	HPA044986	
ABR		
NCR1	HPA049311	
PHOSPHO2	HPA034726	
PHOSPHO2	HPA034727	
PHOSPHO2	34726	
PHOSPHO2	34727	
ABR		
PHOSPHO2	HPA034726	
PHOSPHO2	HPA034727	
PHOSPHO2	34726	
PHOSPHO2	34727	
ABR		
THAP3	HPA067114	
KRTAP9-3		
KRTAP9-2		
USP37	45160	
TLR1		
KRTAP29-1		
DEFB132	HPA046399	
DEFB132	46399	
CTSA	24930	
CTSA	31068	
CDK6	CAB004363	
CDK6	HPA002637	
CDK6	2637	
CDK6	4363	
TLR6	HPA062733	
TLR6	62733	
PLCB2	CAB009443	
PLCB2	HPA041298	
PLCB2	9443	
PLCB2	41298	
KIR3DX1	HPA052110	
THAP3		
KIR3DX1		
TLR6		
THAP3		
CDK6	CAB004363	
CDK6	HPA002637	
CDK6	2637	
CDK6	4363	
NOC3L	HPA063958	
NOC3L	HPA067638	
NOC3L	HPA070981	
NOC3L	63958	
NOC3L	67638	
NOC3L	70981	
TMEM230		
TLR6		
PLCB2	CAB009443	
PLCB2	HPA041298	
PLCB2	9443	
PLCB2	41298	
NCR1	HPA049311	
TMEM230		
TLR6	HPA062733	
TLR6	62733	
CTSA		
NCR1	HPA049311	
BTBD7		
TLR6	HPA062733	
MBD3L3	HPA051259	
MBD3L3	51259	
CTSA	24930	
CTSA	31068	
NCR1	HPA049311	
PLCB2	9443	
ZC3HAV1L	HPA020386	
ZC3HAV1L	HPA050741	
ZC3HAV1L	20386	
ZC3HAV1L	50741	
UBR7	HPA000861	
UBR7	861	
CTSA	CAB024930	
CTSA	HPA031068	
TAGLN	CAB001447	
TAGLN	HPA019467	
TAGLN	1447	
TAGLN	19467	
UBR7		
CTSA	CAB024930	
CTSA	HPA031068	
CTSA	24930	
CTSA	31068	
UBR7		
OR52B2		
TAGLN	CAB001447	
TAGLN	HPA019467	
TAGLN	1447	
TAGLN	19467	
PGF	HPA041624	
PGF	41624	
OR56B4		
PGF	HPA041624	
PGF	41624	
CTSA	24930	
PGF	41624	
TAGLN	CAB001447	
TAGLN	HPA019467	
TAGLN	1447	
TAGLN	19467	
JAM3	HPA003417	
JAM3	HPA050434	
JAM3	3417	
JAM3	50434	
TAGLN	1447	
TAGLN	19467	
UBR7		
CTSA	CAB024930	
CTSA	HPA031068	
CTSA	24930	
CTSA	31068	
OR52W1		
RASGEF1C	HPA028242	
RASGEF1C	28242	
DYNLT1	HPA046559	
DYNLT1	46559	
UBR7	861	
UBR7		
TMEM230	HPA009078	
TMEM230	HPA061421	
TMEM230	61421	
UBR7		
RASGEF1C	HPA028242	
RASGEF1C	28242	
RAD23A		
TAGLN	CAB001447	
TAGLN	HPA019467	
TAGLN	1447	
TAGLN	19467	
CTSA	24930	
AL110118.2		
PGF	HPA041624	
PGF	41624	
TMEM230	HPA009078	
TMEM230	HPA061421	
TMEM230	61421	
TMEM230	HPA009078	
TMEM230	HPA061421	
TMEM230	61421	
TAGLN	CAB001447	
TAGLN	HPA019467	
TAGLN	1447	
TAGLN	19467	
RASGEF1C	HPA028242	
AL110118.2		
TMEM230	HPA009078	
TMEM230	HPA061421	
TMEM230	61421	
TMEM230	HPA009078	
TMEM230	HPA061421	
TMEM230	61421	
TAGLN	1447	
TMEM251	48559	
